Species	AphisID	ImageLink	Group
Metaphoxus simplex	102984	https://inpn.mnhn.fr/photos/uploads/webtofs/inpn/6/142126.jpg	Malacostraca
Rhincalanus cornutus	104542	https://images.marinespecies.org/thumbs/40513_rhincalanus-cornutus-f.jpg?w=700	Copepoda
Ethusa mascarone	107283	https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Ethusidae_-_Ethusa_mascarone.JPG/1024px-Ethusidae_-_Ethusa_mascarone.JPG	Malacostraca
Ascorhynchus simile	134624	https://inaturalist-open-data.s3.amazonaws.com/photos/34370918/medium.jpg	Pycnogonida
Onychocorycaeus ovalis	128819		Copepoda
Maja crispata	107348	https://www.meerwasser-lexikon.de/imgHaupt/25432_d7HpXd8agm.jpg	Malacostraca
Candacia armata	104474	https://v3.boldsystems.org/pics/COCLA/COPCLAD147%2B1455807238.jpg	Copepoda
Anapagurus chiroacanthus	107215	http://www.unterwasser-welt-ostsee.de/assets/images/Anapagurus_chirocanthus2_k.jpg	Malacostraca
Phtisica marina	101864	https://www.mer-littoral.org/24/photos/phtisica-marina-0m.jpg	Malacostraca
Pagurus cuanensis	107235	https://www.meerwasser-lexikon.de/imgHaupt/64461_5f8094b528530.jpg	Malacostraca
Microdeutopus versiculatus	102053		Malacostraca
Homarus gammarus	107253	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KreeftbijDenOsse.jpg/1024px-KreeftbijDenOsse.jpg	Malacostraca
